2017 NAICS Code	Establishment age code	Year	Number of firms	Number of establishments	Number of employees	Number of establishments born during the last 12 months	Number of establishments exited during the last 12 months	id	Rowguid
31-33	30	1997	17452	18182	446336	456	3223	0100000US	E6F0A417-1F19-0AF7-07E0-06D1C2A730C4
321920	40	1997	15702	16352	456106	400	2396	0100000US	87FFB380-5B54-62A2-6FB3-EF4D551C4099
31-33	50	1997	13664	14229	409057	314	1837	0100000US	0B51C4DD-2B0A-0FA7-8CD8-1761864B1C54
324121	60	1997	12424	12856	447220	251	1385	0100000US	F7117CCA-8A62-78C7-37D3-4222038336C6
31-33	70	1997	55906	61054	2287663	1043	5592	0100000US	4B892B4E-3095-0AFB-40D9-AAD7A17349B7
311520	80	1997	41861	45471	2148732	496	3160	0100000US	C5961CA6-1349-559B-1488-BD5258BC4F32
31-33	90	1997	32395	34992	1755454	344	2097	0100000US	97565ECC-7EE3-49D3-009C-FC636BD47559
315220	150	1997	77192	90455	7580775	500	4639	0100000US	FE0DEC56-2EC0-5570-36E2-756343E66928
31-33	1	1998	294325	340671	16711134	27760	26525	0100000US	E4293015-18A5-A277-4F8D-BED1A3807693
31-33	10	1998	22774	23948	458999	23948	0	0100000US	9A97406A-4EF2-0EAE-9E2A-BF9809A011E5
315240	20	1998	19243	20090	463813	0	4359	0100000US	0F5AFA18-82EC-30F3-90B6-65E593DD5DC8
316998	30	1998	16687	17388	398192	413	2948	0100000US	AAEFD535-7770-5D4E-44D1-C10F3EAB729B
327320	40	1998	15602	16286	450756	358	2304	0100000US	D7CA8098-107E-2F02-6341-9B8120112FB4
327320	50	1998	14290	14906	452751	310	1810	0100000US	B29357C5-31D3-810C-A114-9CF0884A2729
31-33	60	1998	12596	13117	394782	256	1370	0100000US	3D132499-6E92-2681-2188-97F637782D37
31-33	70	1998	54594	59303	2264906	1024	4863	0100000US	848723F8-9CFE-87BE-7AAF-821B36F93DB6
326291	80	1998	43257	47181	2223636	595	2884	0100000US	86051CBE-18F3-9159-4B91-070FC3AEA79C
31-33	90	1998	31631	34071	1768555	324	1772	0100000US	048E0AE6-9B8A-1D61-1330-0FBBC8371176
331420	100	1998	6327	6679	369790	64	354	0100000US	108FF690-2792-5BCF-9417-7EC124D46BE6
31-33	150	1998	74839	87702	7464954	468	3861	0100000US	CF45DF1C-9218-5AF5-0A10-7BD213EC928A
31-33	1	1999	290178	337124	16460120	24731	28067	0100000US	7C8D91C5-69F5-875E-4EC1-3A4290A62A9B
311211	10	1999	19598	20766	407680	20766	0	0100000US	262A118D-39E3-3DFA-683E-F638C0F95F70
31-33	20	1999	18444	19506	465303	0	4500	0100000US	3BF697AF-8451-8CC7-A025-BE06480A9B6D
31-33	30	1999	16714	17516	433991	507	3053	0100000US	1CDD7FF2-9CB2-9504-9533-B56E17872E25
321920	40	1999	14864	15506	384143	415	2310	0100000US	CBAE0A1B-5453-0402-44A2-4C89042E70ED
31-33	50	1999	14095	14704	431983	325	1899	0100000US	950352D2-3F61-6808-A435-72CE1CE73EE5
324121	60	1999	13032	13633	437457	318	1580	0100000US	817E75D6-76E0-5F8C-8D32-9B8368A75BC4
31-33	70	1999	52634	56667	2049107	979	4994	0100000US	480A8F3B-0A8B-50D7-9A4E-80535CDF91A0
311520	80	1999	44640	49104	2341901	596	3201	0100000US	9915AAF3-93E0-A5E4-4E34-B34BA6C21219
31-33	90	1999	30663	33166	1682241	280	1877	0100000US	3790A02F-0D20-0CD8-2D97-1FFBD84A656D
315220	100	1999	11833	12516	668519	118	705	0100000US	6DAC4FDF-87CF-8CC6-12C8-5D9DAA2B6B23
31-33	150	1999	71638	84040	7157795	427	3948	0100000US	7582D62F-175D-1D62-26A9-3D0D3F3FA2C1
31-33	1	2000	285603	332845	16373179	24169	27782	0100000US	3D9B14E7-188F-9A6A-6426-61A8CF6F06BA
315240	10	2000	19008	20305	441954	20305	0	0100000US	20B60E44-344A-0054-853F-020D962A3FF4
316998	20	2000	15737	16777	414403	0	3893	0100000US	EBC68F88-2B78-3D68-211F-CD564CF2A18A
327320	30	2000	16137	17094	461866	478	2889	0100000US	E6A2EA69-61C3-269F-8C8A-3DEFB8C73A1B
327320	40	2000	14921	15632	431198	446	2288	0100000US	2EE71AB9-41F4-9D16-5489-BF5B617A3B64
31-33	50	2000	13412	14019	369044	322	1755	0100000US	A3B8AD97-7B25-6BD7-4439-0A93A8BDA4EB
31-33	60	2000	12760	13318	411083	268	1622	0100000US	B574859F-0845-80AF-1BB7-C1AFD25A0FAD
326291	70	2000	51053	54921	1958603	951	5019	0100000US	91F36719-311C-392E-9E2C-F26362801687
31-33	80	2000	45341	49903	2378020	557	3466	0100000US	C5355BA3-92DE-A66B-3A0A-9740F57866AA
331420	90	2000	30523	33156	1700668	310	1971	0100000US	FAFE4A5F-1C42-936C-5AD1-50F696299739
31-33	100	2000	16230	17344	927670	133	997	0100000US	8871609D-4600-3A18-715A-CFE30B5991EB
31-33	150	2000	68468	80376	6878670	399	3882	0100000US	D94E4D27-529E-0538-249A-3E51B6396679
311211	1	2001	284859	332190	15901839	24042	27784	0100000US	42D807E7-6D9C-0958-0012-3D8AEC869859
31-33	10	2001	18477	19813	389104	19813	0	0100000US	369F4996-0747-2FC5-30FA-A8C71FB420B0
31-33	20	2001	15739	16940	441397	0	3916	0100000US	BFE8E67E-1C44-1449-4DB7-9C950FA870A2
321920	30	2001	14059	15052	401004	432	2422	0100000US	954F092F-4F54-42A2-70AD-7C877EC029D0
31-33	40	2001	14619	15482	449083	439	2208	0100000US	24E55024-55D2-8932-6F23-0CF94D0D1148
324121	50	2001	13704	14374	410842	392	1822	0100000US	5FA72783-1A13-07DF-3766-463E3EDE1837
31-33	60	2001	12425	12984	341737	323	1559	0100000US	FD304B9B-2EF4-4D06-12EE-0B9C4EEE3A49
311520	70	2001	50661	54321	1870590	1128	5226	0100000US	E726DED7-1196-A430-2C2B-9A3862CF5E20
31-33	80	2001	44038	48380	2197082	595	3421	0100000US	02369375-2BFC-8DCD-1B51-40CE72D80836
315220	90	2001	32538	35356	1747347	341	2081	0100000US	395326C9-4CB8-4C50-2900-89F9E68988B4
31-33	100	2001	20778	22371	1192378	164	1232	0100000US	FDCBF11F-1BCB-121A-A293-1A150A850B83
31-33	150	2001	65825	77117	6461275	415	3897	0100000US	78610239-417E-95E5-2CAC-4FDD3C431B36
315240	1	2002	282948	329782	14523927	24236	33051	0100000US	4F104DF2-1080-7BDA-6ABD-E74D8FFD91B7
316998	10	2002	18506	19593	396764	19593	0	0100000US	51B0955D-51FE-27A8-7C64-8E4CBBB73C0D
327320	20	2002	14495	15608	343827	0	4266	0100000US	E9AF9335-44F2-7ADB-60D5-658C692E802E
327320	30	2002	13596	14647	386430	446	2775	0100000US	18377BAA-0297-889E-243D-9F76B6E213E9
31-33	40	2002	12447	13307	340999	404	2163	0100000US	AC0A707D-A7AB-464B-44D6-12C3A9046286
31-33	50	2002	13150	13917	381854	394	1964	0100000US	65D20986-70EE-2719-A4C7-C1F9D46F0443
326291	60	2002	12695	13264	368150	348	1918	0100000US	D6AF1B01-7C3B-2599-08AC-E8225D3B936E
31-33	70	2002	50638	54238	1684546	1188	6147	0100000US	DAD00D0A-21C4-4AE7-7198-C4B6B9496594
331420	80	2002	42712	46718	1828909	650	4024	0100000US	ED543AB4-0F75-8535-543B-AA3AC6635798
31-33	90	2002	33498	36377	1660420	434	2808	0100000US	C2C5B39F-579F-996C-5BA1-2CD74D14A151
31-33	100	2002	26254	28386	1395968	292	2067	0100000US	B56EC076-06B8-5324-85FB-C3A14CCE8093
311211	150	2002	63149	73727	5736060	487	4919	0100000US	1484C04E-A2C9-A505-73D8-506B14898E55
31-33	1	2003	276616	322342	14048766	22060	28976	0100000US	5390816D-65C1-4CBE-2A2E-EE71BF673DD4
31-33	10	2003	16612	17537	277940	17537	0	0100000US	CD8DA7D4-63C0-0D87-7FFC-8EFA74B99F7A
321920	20	2003	14740	15701	372677	0	3800	0100000US	FF594029-8F98-69F5-74D3-3199CF8D1A80
31-33	30	2003	12553	13506	314059	415	2466	0100000US	3D0DF5E0-04D8-73EF-36BE-A78C0CAA36F7
324121	40	2003	11974	12906	348307	367	2048	0100000US	9AB9ABA9-0F7D-A457-0EF0-595E9C5C99B6
31-33	50	2003	11245	12005	322761	313	1630	0100000US	270A3E91-6708-16EA-855D-73BC6D675AB2
311520	60	2003	11931	12636	358456	297	1579	0100000US	743612EB-A221-464F-6579-901124AA1DE5
31-33	70	2003	49965	53585	1594737	1152	5585	0100000US	8B75CE9E-94FA-A42D-8A14-4E3258A2A76A
315220	80	2003	41147	44715	1742051	679	3421	0100000US	0302F4B2-6912-51F9-5704-05474A876E61
31-33	90	2003	34119	37104	1653661	456	2486	0100000US	5AD8BC9E-7CA3-4D7B-5A3B-625962567096
31-33	100	2003	25224	27200	1324717	286	1672	0100000US	23AC6AA9-74E9-A33E-6093-09AC732A5D8C
315240	110	2003	4965	5248	274876	55	324	0100000US	EB6B18AA-5C05-3526-459D-5A07454287B5
316998	150	2003	60199	70199	5464524	503	3965	0100000US	A5AA2485-933C-3B05-76BE-F65029E2756D
327320	1	2004	273530	318476	13722079	22185	26717	0100000US	6DD151A8-4C69-81EC-50D3-FFA7150C6AF9
327320	10	2004	16964	17909	285166	17909	0	0100000US	0450E443-9897-7476-2751-236C224B3282
31-33	20	2004	13566	14376	271996	0	3457	0100000US	D6A112CF-3857-0293-62C8-833800807C80
31-33	30	2004	13016	13860	351669	379	2299	0100000US	B074617A-14C6-5EB8-72A8-4CD7102247E2
326291	40	2004	11221	12083	301260	351	1794	0100000US	3EEA7364-9654-2ADA-2325-B39155FA7D04
31-33	50	2004	10901	11749	332455	347	1547	0100000US	7C136AFC-7007-9E10-3F40-B17853625823
331420	60	2004	10249	10948	310253	253	1355	0100000US	1BFD59BC-6155-75A4-0E24-361D410259E6
31-33	70	2004	49242	53056	1602936	1056	5151	0100000US	E003BA97-6138-94F5-987C-B1C7F0437D7A
31-33	80	2004	39639	42659	1548672	629	3072	0100000US	3C48ECCD-4E18-5C92-92E4-E2F6AD94711D
311211	90	2004	35152	38506	1752357	480	2414	0100000US	71F03232-4943-9F53-2E45-E87A994E236B
31-33	100	2004	24486	26428	1268841	233	1538	0100000US	25D594F4-06D3-0108-62F6-6F5974734F7A
31-33	110	2004	9335	9858	504427	85	569	0100000US	0C4A2860-55DC-06F7-5208-C1BB17CA5336
321920	150	2004	57577	67044	5192047	463	3521	0100000US	9F7149EC-1B1C-4B0D-045A-C4C5874819FB
31-33	1	2005	269305	313809	13650122	22137	25782	0100000US	7C5CA417-66E0-22CA-966E-8498902788D6
324121	10	2005	16543	17533	257399	17533	0	0100000US	014F8EC4-581F-7368-5485-E824C0859302
31-33	20	2005	13598	14296	265750	0	3472	0100000US	796EBEB4-61EE-8414-3DC2-344AA6BA92B0
311520	30	2005	11768	12458	263421	390	2209	0100000US	387636CC-10C4-883A-0B6B-7C266C613C9C
31-33	40	2005	11749	12481	346024	350	1692	0100000US	9BF1CB6A-1A3D-971D-4B06-6935484F578E
315220	50	2005	10166	10972	298691	335	1348	0100000US	29FC3109-9BD1-6BA8-0D4B-CA08450A0B40
31-33	60	2005	9917	10700	322508	301	1229	0100000US	1FD43C3D-0EEC-2ED3-A254-BB9ACA9885A0
31-33	70	2005	46858	50764	1553319	1136	4798	0100000US	97DDF6C3-5DE0-3CA7-183A-C558EAE10BC5
315240	80	2005	38200	41007	1497684	688	3015	0100000US	03CAEAB0-6E0D-6E08-8944-052377E18ADC
316998	90	2005	35692	39132	1793681	498	2569	0100000US	F7283FA3-9559-6441-882B-081D2B50A453
327320	100	2005	24500	26511	1302006	300	1475	0100000US	D120134F-1A87-A204-0E61-B3C64A378431
327320	110	2005	12958	13803	703746	126	779	0100000US	F3B13441-422F-9913-1F38-F3BDC9DC0F37
31-33	150	2005	55053	64152	5045893	480	3196	0100000US	5D19AC95-07DC-0883-58A4-32C07C2715E9
31-33	1	2006	268640	313572	13611611	25088	26083	0100000US	737227CC-844D-5787-0732-0FC300200C90
326291	10	2006	19095	20468	302129	20468	0	0100000US	1335759D-5493-6DA5-9822-61FA417FA11E
31-33	20	2006	13809	14605	261613	0	3263	0100000US	B1498429-5C55-55A4-3A35-D4F8779E87A0
331420	30	2006	12194	12830	269017	434	2104	0100000US	5EE43815-4765-A143-01DB-50FC03EDA5C8
31-33	40	2006	10674	11301	260315	305	1643	0100000US	8D4D657A-7029-734B-6D3B-F8CFA84993BB
31-33	50	2006	10680	11360	336638	289	1434	0100000US	C52FF18B-1170-64B4-9EB9-790558D44F2F
311211	60	2006	9286	10009	293943	297	1253	0100000US	1A8602BC-765C-A637-A31E-3C38F6808E9F
31-33	70	2006	44303	48397	1540282	1149	4734	0100000US	0C802984-5FE0-34DB-5C6F-208AA2589AFE
31-33	80	2006	37344	40028	1471463	678	3176	0100000US	D0559CA5-4708-2647-1992-688CC4E63BA3
321920	90	2006	34289	37625	1723802	534	2501	0100000US	9994DCCA-33BB-804C-5F95-423A3CDF2CBD
31-33	100	2006	25770	27916	1343241	321	1672	0100000US	169723C6-A681-5433-0240-EFA49F279150
324121	110	2006	16539	17801	941338	198	1057	0100000US	803D60C5-25F9-4EC0-043D-FB4C43E0505A
31-33	150	2006	52506	61232	4867830	415	3246	0100000US	C96C5C92-1958-46EA-7300-6A13E5B960B3
311520	1	2007	269146	313934	13337202	21767	24650	0100000US	91F62123-80D7-92C0-38C2-876B1BB00247
31-33	10	2007	16960	17707	247881	17707	0	0100000US	0A064EA6-8490-668B-95F5-44B884656DE6
315220	20	2007	15807	16988	287248	0	3452	0100000US	8F564533-6D08-A15F-6744-9DF41C4726B7
31-33	30	2007	12213	12934	256360	299	1955	0100000US	10B3E4EB-85A3-23D1-82D0-DAE25B40A372
31-33	40	2007	10923	11525	261200	287	1566	0100000US	9B4567A4-336E-8B02-2879-E7E38E4E2F12
315240	50	2007	9770	10312	242315	265	1250	0100000US	815626B6-A61A-A381-59C7-41CF26191841
316998	60	2007	10116	10779	328554	238	1056	0100000US	92842A16-375B-9E84-029A-67C2060291C3
327320	70	2007	42577	46962	1531948	983	4140	0100000US	A19CE434-40C3-83CD-8681-E5CB32D75A40
327320	80	2007	37709	40365	1442973	650	2911	0100000US	69848D7D-6049-A2ED-6A7B-1B4739849E44
31-33	90	2007	33192	36300	1535365	431	2323	0100000US	5A8E0B0C-97DD-9B1B-9C50-BF8D59445E0D
31-33	100	2007	26456	28672	1396952	298	1698	0100000US	B12A214F-2BB0-23A7-6E27-CC7D271050C1
326291	110	2007	20883	22585	1186373	226	1303	0100000US	9C3F2649-94C3-3608-0CB9-9BBF76AB32A2
31-33	150	2007	50472	58805	4620033	383	2996	0100000US	B517E3BF-37EA-83E6-1848-5D7A70F585C3
331420	1	2008	260613	304221	12920822	19123	24799	0100000US	C919EDAB-88F6-8F53-667F-6C3F692237DB
31-33	10	2008	15032	15974	228276	15974	0	0100000US	F243C1CE-8727-1842-98D0-669E0A0E9A0D
31-33	20	2008	13300	13950	225102	0	3557	0100000US	A9AE0573-8762-05F0-93DB-755AD59F248D
311211	30	2008	13537	14503	272236	231	2345	0100000US	9391AD28-3BF9-3B62-0812-00697AF5313A
31-33	40	2008	10676	11296	239914	181	1547	0100000US	9AA4A203-275F-0C08-5D6C-CFE042D14AFA
31-33	50	2008	9593	10136	245180	201	1330	0100000US	45F4A9C9-7EED-62DC-5908-77205F87010E
321920	60	2008	8664	9121	227434	139	1074	0100000US	9346DD37-88B0-8B80-1E61-67F6B6E17867
31-33	70	2008	39777	44016	1447782	729	4142	0100000US	64A6A4EB-01D2-347F-0855-7B03E6FF66DF
324121	80	2008	36794	39478	1378159	532	3026	0100000US	64C7F40A-43D7-A312-41B2-DB340A13791A
31-33	90	2008	31823	34577	1466204	356	2153	0100000US	5239F15E-1C67-1A64-7A93-EF1682A08A2E
311520	100	2008	26920	29260	1388654	250	1627	0100000US	3169C403-2C3E-7CEA-048A-5C90DA572AB9
31-33	110	2008	23675	25766	1371314	218	1383	0100000US	50A9B56B-3A19-8726-3882-14F202B5949C
315220	150	2008	48183	56144	4430567	312	2615	0100000US	BE0AD553-8801-07F4-56D1-B37DC47A22E4
31-33	1	2009	250392	292784	11559307	16499	28185	0100000US	D60D40AD-21F9-2FC0-2734-EFB7878D798B
31-33	10	2009	12354	13197	192082	13197	0	0100000US	7A6F0098-6010-934C-5166-2CE4108B1F24
315240	20	2009	11701	12363	192299	0	3628	0100000US	D3E72F57-85F5-64D4-44ED-5B6D59C38893
316998	30	2009	11012	11584	189510	299	2574	0100000US	BC8B5337-93A7-3CC8-0340-0B21764E58DA
327320	40	2009	11739	12576	231844	266	2199	0100000US	08129176-3945-70BA-5608-C5C3FBBB89DA
327320	50	2009	9476	10007	205308	211	1575	0100000US	A127C745-A6B8-90D9-7AF7-7CF248F46513
31-33	60	2009	8631	9113	209957	177	1257	0100000US	C992F74B-2F65-9AE4-9F7E-0965997C808E
31-33	70	2009	36732	40482	1202100	710	4513	0100000US	2360653E-1DA4-8265-3921-324E94AE1B12
326291	80	2009	35709	38534	1275319	527	3451	0100000US	2E3DB8BA-4B7C-865B-0777-9B5B06607621
31-33	90	2009	30134	32424	1192394	344	2497	0100000US	DC0F179A-0ABE-64EF-1744-BBD75FDA4E8D
331420	100	2009	27488	30104	1328489	258	1987	0100000US	A2CF7877-7CAB-7B45-443F-B7EF0F855B33
31-33	110	2009	26358	28726	1395874	223	1749	0100000US	04ED8DCF-29EB-6706-08BE-CC5C8067662B
31-33	150	2009	46089	53674	3944131	287	2755	0100000US	391A193A-2B24-210C-3398-747895AA8DA8
311211	1	2010	241529	282700	10829797	16326	26369	0100000US	EEF516E3-79C8-6E6E-7FEF-6F2065027292
31-33	10	2010	11285	12027	166685	12027	0	0100000US	EC41655A-0EDD-734C-9689-905A14DF5699
31-33	20	2010	9712	10417	175235	0	2753	0100000US	67D264BA-79F0-6E4F-5BC8-43F112E460E3
321920	30	2010	9989	10557	175977	323	2141	0100000US	9B314E44-5B39-9177-8F22-6FCA023141E7
31-33	40	2010	9628	10136	170600	390	1855	0100000US	8B302A94-0663-8086-7FCB-6B26EAAA0092
324121	50	2010	10417	11164	208862	342	1774	0100000US	4CC3E181-5876-4147-6230-0E7448DD0E75
31-33	60	2010	8553	9040	184875	239	1267	0100000US	BF7E4FB2-57BA-4068-1646-A986A85C182D
311520	70	2010	35279	38690	1067192	873	4219	0100000US	E4942DA9-7A21-975F-7472-B28D08B59B9D
31-33	80	2010	33634	36529	1149702	700	3312	0100000US	E8310ADD-4ABB-361A-5E66-E1872FC94DEE
315220	90	2010	28660	30715	1088330	467	2412	0100000US	B4A62F94-690E-0922-5724-B48BCC5E7040
31-33	100	2010	27798	30440	1294586	342	2032	0100000US	0A01ECA9-31FF-7BFC-865D-C82A0E60988E
31-33	110	2010	28927	31701	1477830	314	1961	0100000US	00F02B0B-7E8A-1DF0-4C4E-4F09E1ECA426
315240	150	2010	44089	51284	3669923	309	2643	0100000US	15E12F16-944E-7E8B-8BE4-B2E874F8195A
316998	1	2011	238562	279265	10926328	17950	21706	0100000US	3E573452-3849-7B20-08D0-DE8937AAA727
327320	10	2011	12369	12895	153572	12895	0	0100000US	71EF3275-655B-0569-15B7-98AE084263D8
327320	20	2011	9120	9755	158919	0	2314	0100000US	AF5B9C8E-6EA4-0250-43A7-4DAD1C2C2E31
31-33	30	2011	8750	9382	175574	338	1443	0100000US	A22B5C21-99B9-6488-51FE-E8754CF30B21
31-33	40	2011	9166	9677	170008	409	1354	0100000US	2872C355-8AA9-338D-19CB-DFB92C2B5C46
326291	50	2011	8819	9284	173797	371	1269	0100000US	4A2DE7AA-1D5C-4F75-24D3-C2AA440AA6CA
31-33	60	2011	9675	10360	211493	355	1201	0100000US	1613360E-0FC4-8F93-3658-6678FD1CA730
331420	70	2011	34782	37970	1033885	1002	3619	0100000US	1D78BE6F-6CC6-194D-018E-08B1A19C8B2F
31-33	80	2011	31942	34981	1164429	806	2618	0100000US	2BA4D178-97E0-7584-549F-1058539B8F96
31-33	90	2011	28174	30168	1094721	545	1995	0100000US	E6030C54-6761-0A59-36B8-E6F621B674FC
311211	100	2011	26685	29247	1263958	406	1729	0100000US	5907CB7F-583D-974A-A315-36B5C6830811
31-33	110	2011	32885	36145	1708280	433	1939	0100000US	5182AAA5-8518-89D0-3C76-5AAEE1FE6922
31-33	150	2011	42472	49401	3617692	390	2225	0100000US	469FE145-093A-1BC3-45D5-E05FFB873639
321920	1	2012	239601	280127	11159235	18168	19303	0100000US	F2D13CA1-8297-1C10-4FBE-8EBB21FF2D90
31-33	10	2012	13071	13466	152929	13466	0	0100000US	2A688D16-349D-5545-41BC-95C930F08732
324121	20	2012	10184	10664	158294	0	2210	0100000US	752F13DF-6674-57FC-4654-E0DEBFD61C59
31-33	30	2012	8173	8747	162447	279	1273	0100000US	3D8AC9DA-0D85-4B26-2DAE-337534D31B70
311520	40	2012	8036	8626	175850	294	1038	0100000US	021C7A61-672F-78FB-32B1-04C13A938446
31-33	50	2012	8554	9027	177521	326	950	0100000US	2F65A61A-5A9F-1A21-15BF-5046C2610343
315220	60	2012	8471	8884	181642	304	921	0100000US	68A8EFD8-0258-A4E0-9E99-7F669BD863E8
31-33	70	2012	36769	40053	1054851	1045	3332	0100000US	6504DCAB-4B2E-348E-7781-74D5924C79A1
31-33	80	2012	30649	33856	1206163	700	2305	0100000US	4A4DB6F5-6B6B-5E7E-A603-0921ECA75E54
315240	90	2012	28324	30310	1115402	563	1754	0100000US	A332145A-6B8C-7A8F-58C7-24FF03250D6F
316998	100	2012	25625	28032	1190752	386	1553	0100000US	CDF0F2F6-10D0-A1C9-7342-84B936383B1B
327320	110	2012	36753	40606	1980295	460	2028	0100000US	E36B783C-41BF-0F12-2E3D-B877E37E1B22
327320	150	2012	41125	47856	3603089	345	1939	0100000US	28F8790E-57B2-1320-5A9A-AED7B4D3A101
31-33	1	2013	235157	275190	11214938	16866	19150	0100000US	DA524118-2481-6CEB-3DC4-EBCC38A0992B
31-33	10	2013	12524	12954	155428	12954	0	0100000US	39ACFCB0-868E-6572-5395-C571B1803897
326291	20	2013	10359	10728	152510	0	2475	0100000US	1AA15922-96E6-680C-354C-0A88BD8C0BD1
31-33	30	2013	8980	9410	162038	288	1347	0100000US	235E07AD-A0DE-8489-0676-5BD1D6770F99
331420	40	2013	7324	7825	157546	205	987	0100000US	0607FA8E-5656-A690-030C-DAB2E3415958
31-33	50	2013	7235	7797	176376	214	888	0100000US	09982418-1270-7149-3BF5-C2E64F0F2457
31-33	60	2013	7853	8285	175559	245	848	0100000US	14C75020-6315-0AF9-1C88-374B81AB968F
311211	70	2013	35483	38540	987312	878	3191	0100000US	DA99AB52-7219-8D85-1D94-8F1DE3146174
31-33	80	2013	29226	32437	1192153	585	2168	0100000US	713B1407-18B2-334B-352D-E6D30A887E8A
31-33	90	2013	28029	30057	1127842	427	1807	0100000US	BFC246F4-6547-7DF9-037F-54D92C767A8E
321920	100	2013	24930	27078	1188510	348	1470	0100000US	2E5547B6-2F3F-81BF-2C50-6FF30356A2D4
31-33	110	2013	39654	44034	2196886	425	2036	0100000US	9191B740-4594-A5E0-810B-221F6A104B4D
324121	150	2013	39554	46045	3542778	297	1933	0100000US	86B8BFBC-4612-4A58-26F1-6405CBEE705E
31-33	1	2014	235435	275989	11347152	17551	18060	0100000US	2D11442B-8D48-3DE9-63FD-8CEF7D462C82
311520	10	2014	12953	13676	187318	13676	0	0100000US	7F3C41F4-0761-6523-1485-0CA264D57608
31-33	20	2014	10208	10592	157356	0	2273	0100000US	23F5E57B-6D02-A541-218A-490A76E41C16
315220	30	2014	9289	9640	160403	263	1392	0100000US	A0F1E793-9962-3D6E-2741-D3F21A1920F1
31-33	40	2014	8249	8653	160338	246	1067	0100000US	4177D70B-886C-169E-7269-6EFF35AD0A0A
31-33	50	2014	6844	7322	162514	191	761	0100000US	9289DF44-2605-0497-9861-1438F8600EBB
315240	60	2014	6832	7353	179410	182	694	0100000US	D4A49034-2AFA-60C4-558D-90162F587EA9
316998	70	2014	35592	38622	962049	929	3054	0100000US	7637527C-188D-18B4-2AA9-697BCCBC6B0E
327320	80	2014	28098	31105	1138957	514	1839	0100000US	11E7D8E3-1D8F-8F5D-1F68-BD43AC0A1848
327320	90	2014	28208	30443	1165135	457	1652	0100000US	A3D27D65-4309-49C0-10A1-309AF1E61359
31-33	100	2014	24161	26007	1115396	345	1291	0100000US	EEFA112B-1DA5-A13A-229A-1FE5076551B6
31-33	110	2014	42836	47924	2461833	455	2280	0100000US	9B1A9046-3049-0EF5-5D1C-90B5B40C9444
326291	150	2014	38323	44652	3496443	293	1757	0100000US	66112241-1CE2-2449-2550-0C610ABE3F76
31-33	1	2015	234928	276196	11539467	18086	17973	0100000US	C214CBBF-566C-98DD-8842-D675183A9590
331420	10	2015	13515	14316	183098	14316	0	0100000US	9B3602B9-7EC7-24A1-3BB9-CD118B7E388B
31-33	20	2015	10786	11448	190901	0	2289	0100000US	7CBE1D1C-752B-A16A-777F-30E9DCC958A5
31-33	30	2015	9184	9531	158170	291	1386	0100000US	1F81D1EC-0599-2891-7497-48EF05137AA6
311211	40	2015	8529	8847	165523	244	1058	0100000US	8FBD2E6C-7324-5CF7-1BFB-18E6066D7B35
31-33	50	2015	7632	8007	162024	201	893	0100000US	60C26763-A6C6-5930-00B6-B6D3E21C007E
31-33	60	2015	6326	6772	160216	159	706	0100000US	35C88F76-901B-A2AE-2BF4-523342054008
321920	70	2015	34214	37289	960858	847	2817	0100000US	5840B7A4-31B5-465D-2965-D6081DD532A4
31-33	80	2015	27602	30510	1105039	491	1820	0100000US	06A5A90C-0407-3B02-75A8-518EF29D0CF5
324121	90	2015	27304	29725	1154712	439	1572	0100000US	EBD4EC1C-A5C0-4EE8-62D4-F5D1930D282F
31-33	100	2015	23296	25074	1103572	322	1378	0100000US	B723740C-389F-1203-A76A-BA7BD8A05305
311520	110	2015	45778	51439	2709822	519	2395	0100000US	0BF16F50-5B4D-4C90-11D0-AF8A41F34EF2
31-33	150	2015	37016	43238	3485532	257	1659	0100000US	43D3C332-35C4-29ED-04C6-231EDCB78249
315220	1	2016	234204	276174	11536552	18019	18063	0100000US	179F524A-02D0-39F2-05A7-E158289C355F
31-33	10	2016	13663	14514	162719	14514	0	0100000US	AD4066B2-6079-94DA-3307-ACF66A206305
31-33	20	2016	11279	12005	180380	0	2273	0100000US	B554B301-1E1B-5158-80AD-A1611A4B9F47
315240	30	2016	9811	10436	189491	286	1348	0100000US	9F2034A0-11F4-A44B-2204-B3CD814025A8
316998	40	2016	8367	8688	156891	212	1106	0100000US	D77A2029-1C86-2A48-9C51-C7A2C4CF85ED
327320	50	2016	7898	8198	163801	219	906	0100000US	99273DCA-6168-6886-3DCE-CC2F2221A1B4
327320	60	2016	7155	7505	162524	203	706	0100000US	F9A60F0C-27B8-03A7-2FBE-FEA3A8D039A0
31-33	70	2016	32053	35039	901831	696	2838	0100000US	D4EFB1FD-8E11-5597-5108-3D5737353D7E
31-33	80	2016	27458	30161	1060197	478	1884	0100000US	93BCEA8D-079E-6C81-4CEB-FCB6B4D41497
326291	90	2016	26031	28652	1156302	354	1567	0100000US	7A89EAF3-157F-7AD0-4655-01EBD5502655
31-33	100	2016	23050	24821	1082980	309	1274	0100000US	2AD52832-0286-8CEA-4817-FD6A5C297C07
331420	110	2016	48123	54330	2879793	501	2540	0100000US	63D11E0A-142D-5FFB-0627-8FEA588B45BC
31-33	150	2016	35691	41825	3439643	247	1621	0100000US	7DCD8E3D-30E9-3F2E-0CA3-B8F1201771BE
31-33	1	2017	232123	274795	11668574	17643	19320	0100000US	3BD5496F-737D-9196-6D34-20EDA1781771
